chromosome_1,position_1,chromosome_2,position_2,contact_probability,source_file,source_sheet
synII,10000,synII,700000,0.012120139713971398,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,710000,0.016330493349334934,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,720000,0.016129929092909293,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,730000,0.018283223822382236,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,740000,0.018067457745774576,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,750000,0.026122082508250825,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,760000,0.03538782418241824,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,10000,synII,770000,0.05252907600760076,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,10000,1.0,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,20000,0.7583391605160515,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,30000,0.7070994492449244,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,40000,0.3088082396239624,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,50000,0.2091478093809381,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,60000,0.15931248774877488,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,70000,0.1301051301130113,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,80000,0.10138723312331233,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,90000,0.0846588905890589,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,100000,0.06999713281328133,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,110000,0.05851679637963797,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,120000,0.056783467346734666,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,130000,0.04564898459845984,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,140000,0.03385292049204921,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,150000,0.03410481638163816,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,160000,0.03282136743674367,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,170000,0.028087762176217623,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,180000,0.025568906390639065,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,190000,0.021468653065306532,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,200000,0.018160221522152215,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,210000,0.021151352735273528,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,220000,0.016863899589958996,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,230000,0.015621010601060104,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,240000,0.018471547454745475,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,250000,0.01639859795979598,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,260000,0.018818263726372637,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,270000,0.020892005400540054,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,280000,0.019204517451745173,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,290000,0.01885773467346735,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,300000,0.019948991399139915,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,310000,0.020236455245524552,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,320000,0.02065257795779578,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,330000,0.019810024202420243,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,340000,0.020188563356335634,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,350000,0.016326702670267028,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,360000,0.019560550455045504,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,370000,0.019011544454445445,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,380000,0.017743414541454144,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,390000,0.020149148314831486,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,400000,0.016229285028502852,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,410000,0.015843931593159315,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,420000,0.015759442644264425,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,430000,0.015588397839783979,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,440000,0.018167284428442843,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,450000,0.016054335633563354,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,460000,0.016868845484548454,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,470000,0.015003649864986498,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,480000,0.014555372537253726,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,490000,0.014694743374337434,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,500000,0.015396500250025001,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,510000,0.014624223322332233,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,520000,0.014832181918191818,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,530000,0.012878357735773577,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,540000,0.015280360236023601,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,550000,0.013838805280528053,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,560000,0.011980307430743074,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,570000,0.012274707470747076,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,580000,0.01416044814481448,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,590000,0.01361290609060906,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,600000,0.013563766476647664,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,610000,0.01076563906390639,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,620000,0.014839761276127612,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,630000,0.013657792479247925,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,640000,0.013557232323232322,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,650000,0.015861148514851483,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,660000,0.014426144114411442,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,670000,0.014456470647064706,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,680000,0.012891053605360537,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,690000,0.01556865806580658,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,700000,0.016198885088508853,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,710000,0.01689765166516652,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,720000,0.01675350195019502,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,730000,0.016843745674567458,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,740000,0.02013371807180718,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,750000,0.02367460206020602,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,760000,0.027185232523252324,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,20000,synII,770000,0.030741821982198218,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,10000,0.4152979310931093,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,20000,0.7070994492449244,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,30000,0.8674692759275928,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,40000,0.6071678080808081,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,50000,0.3320380301030103,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,60000,0.21746163626362636,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,70000,0.1706505091509151,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,80000,0.13635247254725472,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,90000,0.1028304709470947,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,100000,0.08847402170217022,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,110000,0.06991605440544055,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,120000,0.06321155325532553,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,130000,0.04793774637463746,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,140000,0.0452251496149615,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,150000,0.039314130313031305,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,160000,0.035571799579958,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,170000,0.030335216921692172,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,180000,0.02859355085508551,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,190000,0.022500368736873687,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,200000,0.021614683168316832,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,210000,0.019194460546054604,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,220000,0.016830375337533753,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,230000,0.01695992579257926,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,240000,0.02250516671667167,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,250000,0.021600622362236224,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,260000,0.020683617761776178,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,270000,0.02084481508150815,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,280000,0.023306066906690667,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,290000,0.02387564786478648,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,300000,0.020792116311631165,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,310000,0.021932608660866087,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,320000,0.020845377337733773,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,330000,0.021235025602560256,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,340000,0.02166192699269927,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,350000,0.019846053705370535,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,360000,0.019374226822682267,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,370000,0.01917207680768077,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,380000,0.01775583608360836,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,390000,0.01787653075307531,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,400000,0.01561208110811081,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,410000,0.016911139413941394,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,420000,0.01864113791379138,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,430000,0.017461982998299833,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,440000,0.016854326232623264,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,450000,0.01810427672767277,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,460000,0.017230506550655066,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,470000,0.01701251315131513,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,480000,0.014521957195719573,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,490000,0.01397114891489149,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,500000,0.014389593759375938,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,510000,0.01553427602760276,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,520000,0.013437828382838284,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,530000,0.01504516721672167,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
synII,30000,synII,540000,0.011036452645264526,./data\raw\zhang_2022_gce\41467_2022_33606_MOESM4_ESM.xlsx,Fig5A
